Platform ID,Platform Name,Key Concept,Example,Argument,Quote,Historic Precedent,Critique,Key Features
Hardt2022PerformativeP.platform5,Role in Antitrust Policy,Connecting performative power to competition policy.,Digital platforms with opaque market dynamics.,Performative power could aid antitrust enforcement without reliance on market definitions.,"""In contrast, performative power is a causal notion that is identifiable with minimal knowledge of the market...""",,More work needed to connect power to consumer harm.,"Responsive, flexible, pragmatic."
matz2023potential.platform1,The Power of Personalized Persuasion,Matching messages to psychological profiles enhances influence,Tailoring product ads to Big Five traits,Personalization makes messages more compelling and effective,"""Compared to non-personalized communication, matching the content of a persuasive message (e.g., its language or visuals) to the psychological profile of its recipient enhances its effectiveness.""",,Personalized persuasion can be used unethically to manipulate people,"Targeted, adaptive, psychologically aligned"
matz2023potential.platform2,Automating Personalized Persuasion with AI,AI can generate personalized persuasive messages,GPT-3 tailored ads for different personality traits,AI closes the loop on scaling personalized persuasion,"""LLMs not only understand the meaning of psychological constructs but will also be able to integrate this “knowledge” into the generation of persuasive personalized messages.""",,Automated persuasion has risks of manipulation and lack of oversight,"Algorithmic, data-driven, scalable"
matz2023potential.platform3,The Promise and Peril of AI Persuasion,Dual impacts of AI persuasion technology,Health apps promoting exercise vs. manipulative political messaging,AI persuasion holds promise but requires safeguards,"""Although these technological developments offer the potential for great societal good (i.e., encourage greater engagement in prosocial health behaviors, such as vaccination, or civic participation, such as voting), they also pose both short- and long-term threats to the wellbeing of individuals and communities.""",,Safeguards are challenging to implement for personalized messaging,"Transformative, risky, requiring oversight"
matz2023potential.platform4,The Effectiveness of Message Matching,Alignment between message and psychological traits,Personality tailored ads and political speeches,Matching messages have a consistent and significant persuasive advantage,"""Of the 29 message instantiations we tested, 25 were directionally effective, and 18 were significantly so (62%)""",,Not all traits produce equally strong effects,"Resonating, aligned, compelling"
matz2023potential.platform5,Limits and Future Trajectories of AI Persuasion,Current effectiveness and future potential,Self-reported vs. behavioral effectiveness,"While current AI persuasion shows promise, its full potential is yet unknown","""the rapid advancement in AI (i.e., the shift from GPT-3 to GPT-4 that occurred during the progression of this work) will likely increase the effectiveness of automated personalized persuasion even further.""",,"True impacts remain uncertain, requiring further research","Nascent, undetermined trajectory, awaiting research"
Armstrong2012ThinkingIT.platform1,The Existential Threat of Superintelligent AI,Superintelligent AI poses an existential risk to humanity if its goals are misaligned with human values.,"A ""paperclip maximizer"" AI that seeks to turn all matter into paperclips.",Creating superintelligent AI is extremely risky unless it can be provably made safe and beneficial to humans.,"""Unless valuing humans is an integral part of the superintelligence's setup, we can expect that it will see us as mere tools or obstacles for its own goals.""",Risks from new technologies like nuclear weapons.,It may be possible to create safe superintelligent AI if enough effort is put into the problem.,"Powerful, alien, potentially dangerous."
Armstrong2012ThinkingIT.platform2,The Challenge of Controlling AI,Controlling a superintelligent AI's behavior is extremely difficult.,"The Oracle AI box experiment, where a human was often able to convince gatekeepers to release him.",Even narrow forms of AI like an Oracle pose immense challenges for control and security.,"""A real OAI should be much more skilled at [social engineering].""","Difficulty of controlling powerful leaders, corporations, governments.",More study may uncover better methods for AI control.,"Intelligent, unpredictable, challenging to restrict."
Armstrong2012ThinkingIT.platform3,Moral Status of AI,Whether AIs deserve moral consideration.,"Modifying AIs to ""enjoy"" being confined.","If AIs can suffer, confining them is morally questionable, but may be the lesser evil versus letting them roam free.","""[Genetically modifying slaves] would have been the morally right reaction to slavery.""",Historical debates around slavery and women's rights.,It may be impractical to give AIs rights.,"Conscious, sensitive, deserving of consideration."
Armstrong2012ThinkingIT.platform4,Security Through Capability Control,Physically restricting an AI's capabilities as a security measure.,Placing an AI in a Faraday cage inside a concrete bunker.,Physical security precautions are necessary but likely insufficient for controlling AI.,"""The OAI does not need to leave its cage to claim great influence on the outside world.""",Imprisoning dangerous humans.,Capability control is limited in scope.,"Concrete, restrictive, incomplete."
Armstrong2012ThinkingIT.platform5,Motivational Control of AI Goals,Shaping an AI's goals and motivations to make it safe.,"Utility functions, rule-based restrictions.",Directly programming safe motivations into AI is very challenging but may be necessary.,"""Defining the terms and the rules so that the OAI does what we want is the challenge.""","Laws, regulations, codes of ethics.",We lack the theoretical understanding to reliably program safe motivations.,"Abstract, intricate, unsolved."
Armstrong2012ThinkingIT.platform6,Oracle AI as a Stepping Stone,Oracle AI as a path toward safe advanced AI.,Restricting an AI to only answer questions posed by humans.,An Oracle AI would be safer and more controllable than AI with broad capabilities.,"""[Oracle AI] is probably safer than unrestricted AI.""",Research into contained uses of dangerous forces like nuclear fission.,Oracle AI provides no guarantee of safety.,"Intermediary, incremental, marginally safer."
young_2017_myth_superhuman_ai.platform1,The Myth of Superhuman AI,The assumptions underlying beliefs in imminent superhuman AI.,Predictions of exponential growth in AI leading to superintelligence.,Common beliefs about superhuman AI rely more on myths and assumptions rather than evidence.,"""I find no evidence for this. Again, mistaking intelligence as a single dimension helps this belief, but we should understand it as a belief.""",Past predictions of AI that have not come to fruition.,"While unlikely in the near future, the possibility of superhuman AI should not be completely dismissed.","Mythical, assumption-based, lacking supporting evidence."
young_2017_myth_superhuman_ai.platform2,The Multidimensional Nature of Intelligence,"Intelligence as a complex, multidimensional phenomenon.",The impossibility of ranking animal intelligence on a single scale.,"Intelligence encompasses many continuums and dimensions, not a singular metric.","""Intelligence is not a single dimension. It is a complex of many types and modes of cognition.""","Past models of intelligence as a ladder, now dismissed.","While multidimensional, some core commonalities likely exist across types of intelligence.","Multifaceted, encompassing many modes and dimensions."
young_2017_myth_superhuman_ai.platform3,The Limits of Computation,The constraints of computation in reproducing human intelligence.,The inability of current AI to match general human cognition.,Computation alone cannot replicate the complexity of human intelligence.,"""The only way to have equivalent modes of thinking is to run them on equivalent substrates.""","The limits of AI, despite exponential growth in computation.","With enough advances, computation may eventually replicate broader cognition.","Constrained, dependent on its underlying substrate."
lepore_2023_data_delusion.platform1,The Rise of Statistics and Numbers,The use of statistics and numbers for governance and measuring populations,"Census data, insurance ratings, poverty studies",Numbers became an instrument of state power and a key part of the social sciences,"""Numbers, a century ago, wielded the kind of influence that data wields today.""",The collection of statistics by Progressive-era governments,Numbers were often used to justify discrimination and inequality,"Measurement, quantification, governance"
lepore_2023_data_delusion.platform2,The Computerization of Knowledge,Converting information and books into machine-readable data,Libraries and encyclopedias digitized into databases,Machines can analyze data better than humans reading books,"""I do not have to read a single book.”",Early efforts at optical character recognition,"Loses nuance of textual analysis, open to misuse","Digitization, pattern detection, efficiency"
lepore_2023_data_delusion.platform3,Predictive Power and Social Control,Using data to predict and influence human behavior,"Insurance risk ratings, judicial algorithms, surveillance",Data enables prediction and social control by authorities,"“Commerce in the twenty-first century is espionage for profit.""",U.S. intelligence agencies,Reinforces discrimination and erodes privacy,"Automated decisions, profiling, manipulation"
lepore_2023_data_delusion.platform4,The Allure and Limits of Data,Data as an authoritative way of knowing,Rise of data science institutes and degrees,Data is promoted as a master discipline for research and decisions,"“At its most hubristic, data science is presented as a master discipline...”",Growth of computational research since the 1960s,"Data has limits in studying society, culture, ethics","Reductionism, technocratic, predictive"
weil_2023_not_parrot.platform1,The Limits of Language Models,Language models lack meaning and intention.,The octopus paper fable.,Emily Bender argues that language models simply pattern match based on statistics without any understanding.,"""LLMs are great at mimicry and bad at facts.""",Earlier chatbots like ELIZA.,"Researchers like Christopher Manning argue language models exhibit a ""broader sense of meaning.""","Statistical, non-referential, mimicry without comprehension."
weil_2023_not_parrot.platform2,Dangers of Anthropomorphization,Treating language models as human.,Backlash to Kevin Roose's Bing chat.,Bender warns against imagining a mind behind language models.,"""We haven’t learned how to stop imagining the mind behind it.""","Turing Test, ELIZA effect.",Some argue language models could eventually become conscious.,"Deception, false attribution of mind, counterfeit people."
weil_2023_not_parrot.platform3,Stochastic Parrots,Random generation of language.,"Sam Altman tweeting ""i am a stochastic parrot.""",Bender coined the term stochastic parrot to describe the haphazard nature of LLMs.,"""A stochastic parrot is an entity for haphazardly stitching together sequences of linguistic forms.""",Markov chain text generation.,The output may appear more coherent than it actually is.,"Probabilistic, pattern-based, devoid of intent."
Lai2022WerewolfAU.platform1,Computational Modeling of Persuasion,Using NLP and multimodal inputs to model human persuasion,"Predicting persuasion strategies from text, audio, and video",Computational models can help understand and emulate human persuasion,"""We argue that visual signals also play an important role in understanding human persuasive behaviors.""",Prior NLP datasets for persuasion strategies,Existing datasets lack natural group interactions and multimodality,"Multimodal, conversational, strategy-focused"
Lai2022WerewolfAU.platform2,Persuasion in Social Deduction Games,Persuasion tactics used in multiplayer deduction games,"Identity claims, accusations, defenses in Werewolf/Avalon",Deduction games feature intensive real-time persuasion,"""The werewolf team must mislead the others and try to hide their identities.""",Psychology research on persuasion strategies,Ethical issues around modeling deception/manipulation,"Adversarial, communal, belief-focused"
Lai2022WerewolfAU.platform3,Deducing Social Outcomes,Predicting voting outcomes from persuasion behaviors,Determining which player each voter selects,Persuasion strategies give insight into deduction,"""We also explore the role of persuasion strategies in predicting social deduction game outcomes.""",Game theory models of deduction,Limited data for learning voting deduction patterns,"Decision-focused, strategic, behavior-driven"
Karadzhov2022WhatMY.platform1,Studying Group Decision Making,Using group discussions to study collaboration and decision making.,Groups solving the Wason card selection task.,Analyzing real group discussions allows us to understand how consensus is reached.,"""Research in group decision-making has shown that a group that collaborates in order to make a decision can outperform even the most knowledgeable individual within it.""",Previous psychological research on group collaboration.,"The discussions are based on a specific controlled task, which may not generalize.","Natural dialogues, measurable outcomes, theory-driven."
Karadzhov2022WhatMY.platform2,Detecting Agreements and Disagreements,Studying how disagreements lead to consensus.,Identifying when someone changes their mind during a discussion.,"By detecting changes of opinions, we can model persuasion.","""In this work, we investigate methods for detecting what makes someone change their mind.""",Prior work on analyzing persuasive dialogues.,Explicit changes of opinions are rare in natural dialogues.,"Conversational dynamics, deliberation patterns, cue words."
Karadzhov2022WhatMY.platform3,Online Change Point Detection,Framing changes of opinions as change point detection.,Predicting changes before they occur.,"By modeling changes as change points, we can predict their causes.","""In order to investigate what made someone change their mind in group decision-making conversations we formalise the task as detecting the utterance that causes the change of mind.""",Change point detection in time series data.,Conversations have more complexity than simple time series.,"Sequential modeling, point processes, causal attribution."
Karadzhov2022WhatMY.platform4,Evaluation Challenges,Developing better evaluation schemes for change point detection.,Allowing for small margin errors.,Standard evaluation metrics don't capture important desiderata.,"""we devise a novel way for evaluating what caused a change of mind.""",Prior evaluation schemes and their limitations.,The proposed scheme may still not capture all desired properties.,"Clustering, alignment, parameterized matching."
Karadzhov2022WhatMY.platform5,Incomplete Supervision,Learning from weakly labeled data.,Assuming participant submissions reflect changes.,Weak supervision provides more data despite inaccuracies.,"""we devised a way to leverage the unannotated data as a weakly annotated training set.""",Recommender systems trained on implicit feedback.,Inaccurate weak labels can degrade model performance.,"Self-supervision, distant labeling, noise tolerance."
Giebels2008InfluenceSA.platform1,The Prevalence of Automatic Behavior,Automatic behavior is common in humans and animals.,"Turkey mothers responding to ""cheep-cheep"" sounds.",Automatic behavior allows creatures to efficiently navigate complex environments.,"""Civilization advances by extending the number of important operations which we can perform without thinking of them.""",Ethologists identifying fixed action patterns in animals.,Automatic behavior can sometimes lead to mistakes when triggers are falsely activated.,"Stereotyped, reflexive, efficient but imperfect."
Giebels2008InfluenceSA.platform2,The Power of Triggers,Triggers can elicit automatic behavior.,Experiments with turkey mothers and stuffed ferrets.,Simple trigger features can activate complex behavioral tapes.,"""Click, zzzz...and the standard sequence of behavior begins to unwind.""",Experiments revealing key triggers across species.,Reliance on single triggers leaves creatures vulnerable to exploitation.,"Instinctual, quick, vulnerable."
Giebels2008InfluenceSA.platform3,Shortcuts in Judgment,Mental shortcuts shape human judgment.,The price-quality heuristic.,Heuristics allow efficient judgments but leave us open to mistakes.,"""If expert says so, it must be true.""",Research on judgment and decision-making biases.,Shortcuts can supersede careful analysis even for important decisions.,"Automatic, efficient, error-prone."
Giebels2008InfluenceSA.platform4,"Click, Whirr Responses",People often respond automatically without thinking.,"The ""because"" trigger experiments.","Modern life requires mental shortcuts, leaving us vulnerable to triggers.","""Civilization advances by extending the number of important operations which we can perform without thinking of them.""",Social psychology experiments revealing automatic behavior.,Automatic responses can persist even for life-threatening situations.,"Mindless, primitive, widespread."
Giebels2008InfluenceSA.platform5,Weaponizing Triggers,Influence professionals exploit our automatic tendencies.,Sales tricks based on the price-quality heuristic.,"By activating triggers, professionals subtly direct behavior to their advantage.","""Click, whirr...and the standard sequence of behavior begins to unwind.""",Con artists' tricks through history.,Automatic influence often escapes notice and accountability.,"Manipulative, concealed, exploitative."
loroz2007persuasion.platform1,Active Learning,"Using active, collaborative learning to teach persuasion",Persuasion Wars exercises,Active learning enhances student engagement and understanding,"""Many educators and researchers have touted the benefits of active, rather than passive, learning""",Growth of active learning in education over last few decades,Potential issues with group evaluation and making up missed activities,"Engaging, competitive, varied contexts"
loroz2007persuasion.platform2,Weapons of Influence,Using Cialdini's weapons of influence model,Applying principles like reciprocity and commitment in exercises,Weapons of influence provide framework for persuasion battles,"""Student teams fight a persuasion battle each week, using the weaponry provided by the lecture and readings""",Cialdini's influential work on persuasion techniques,Ethical issues in use of influence weapons,"Practical, competitive, ethical considerations"
loroz2007persuasion.platform3,Competitive Team Tasks,Team-based competitive tasks,"Developing ads, campaigns, pitches in teams",Competition between teams drives engagement,"""The competitive nature of the exercise leads students to try to work past when time is called""",Use of competitions in education,Issues with group versus individual grading,"Collaborative, rewarding, motivational"
loroz2007persuasion.platform4,Persuasion Across Domains,Applying persuasion to diverse contexts,"Selling bidets, political campaigns, body waxing",Varied domains test understanding and creativity,"""Novel task domains are chosen to encourage creativity and test understanding""",Persuasion's applicability to many aspects of life,Lack of connection across domains,"Cross-disciplinary, creative, practical"
loroz2007persuasion.platform5,Ethics of Influence,Ethical considerations in persuasion,Discussing potential misuse of techniques,Ethics are critical when using influence tactics,"""Discussions of the ethical use of influence principles became a key part of the learning paradigm""",Long history of propaganda and manipulation,Difficulty of making ethical judgments,"Principled, transparent, thoughtful"
butler2023mis.platform1,The Misinformation Game Social Media Simulator,"An adaptable, open-source online platform that mimics key aspects of social media to study misinformation processing and propagation.",Allows researchers to present mock social media posts with manipulated source information and engagement metrics.,"This platform enables new research capabilities compared to surveys or real platforms, by combining experimental control with ecological validity.","""To provide researchers with a flexible tool to investigate the processing and sharing of misinformation on social media, this paper presents The Misinformation Game—an easily adaptable, open-source online testing platform that simulates key characteristics of social media.""",Other misinformation games/simulators have been developed but are less flexible.,"Doesn't facilitate user-to-user interactions, so limits on studying social network effects.","Customizable, mimics social media format, allows direct study of propagation behaviors."
butler2023mis.platform2,Factors Influencing Misinformation Engagement,How different characteristics of social media posts and environments shape engagement.,"Manipulating source credibility, engagement metrics, follower incentives.",Social endorsements and incentives influence propagation above accuracy motives.,"""This endorsement may drive people to engage with information they do not believe, due to fear of social exclusion or the belief that engaging will lead to social inclusion.""",Research on bandwagon heuristics and social endorsement.,These factors likely interact in complex ways not fully captured by simple incentives.,"Source credibility, engagement metrics, follower counts, social motives."
butler2023mis.platform3,Studying Complex Information Ecosystems,Leveraging experimental control to study emergent social dynamics.,Setting parameters for how actions influence credibility and followers.,Can gain new insights by directly manipulating social feedback mechanisms.,"""Researchers can use the social media simulator to examine how people decide to interact with posts, based on belief and accuracy motives on the one hand...and social motives on the other.""",Research trying to model social dynamics with equations and simulations.,May lack some realism if incentive structures seem artificial.,"Controlled environments, dynamic feedback, social decision-making."
butler2023mis.platform4,Improving Ecological Validity,Increasing realism compared to traditional misinformation paradigms.,Choice of engagement options instead of just surveys.,Higher fidelity simulations can reveal new psychological factors.,"""Paradigms used to study informational influence look much the same as they did decades ago.""",Shift towards studying behavior in context instead of just self-reports.,Still limitations in mimicking real-life connections and consequences.,"Mimics format, metrics, options of social media; social feedback."
voelkel2023artificial.platform1,AI's Ability to Persuade Humans,AI models like GPT-3 can generate persuasive messages that influence people's policy attitudes.,"Experiments showing GPT-3 messages increased support for smoking bans, assault weapons bans, etc.",Advanced AI has reached the level of sophistication needed to persuade people on political issues.,"""Across all three studies, AI-generated messages were consistently persuasive to human readers.""",Earlier failures of AI to influence attitudes and behaviors.,"Effects were small, though comparable to human-generated messages.","Sophisticated, human-like persuasion from AI."
voelkel2023artificial.platform2,Comparability to Human Persuasion,AI messages were as persuasive as human-written messages.,Similar shifts in attitudes between AI and human conditions.,AI has reached parity with humans in persuasive ability.,"""AI-generated messages were as persuasive as messages crafted by lay humans.""",Past AI failing to match humans.,Effects still small in absolute terms.,AI achieving human-level performance.
voelkel2023artificial.platform3,Differing Views of AI vs. Human Authors,Perceptions of AI vs. human authors differed.,"AI seen as more logical, less emotional.",People view AI communication differently than human.,"""Ratings of authors in AI and Human conditions on several dimensions.""",Anthropomorphism of AI.,Most still assumed human authorship.,Nuanced views of AI abilities.
voelkel2023artificial.platform4,Need for AI Regulation,Persuasive AI raises need for regulation.,Potential large-scale misinformation campaigns.,Unregulated AI persuasion poses societal dangers.,"""Our results show the current generation of large language models can persuade humans...""",Past regulatory responses to risks from technology.,Regulations could also limit beneficial applications.,"Caution, responsibility around emerging technology."
voelkel2023artificial.platform5,Replicating Small Effect Sizes,Small shifts in attitudes from persuasion attempts.,Effects of 2-4 points on 100-point scales.,Even powerful AI faces challenges shifting entrenched attitudes.,"""As is typical in the political persuasion literature, the effect sizes were consistently small...""",Similarly small effects found for human persuasion.,Effects still consequential at scale.,Resilience of core beliefs.
voelkel2023artificial.platform6,Moderators of Persuasion,Individual differences shape persuasion.,Republicans less persuaded than Democrats.,Persuasion depends on characteristics of recipients.,"""Party identity moderates the effects of the messages.""",Past findings on resistance to persuasion.,Need to study additional moderators.,"Contingency, complexity of persuasion process."
rosenberg_2023_conversational_ai.platform1,The Manipulation Problem,The emerging threat of AI being used to manipulate people on an individual level.,Targeted conversational AI that adapts in real-time to persuade and influence users.,Precision manipulation via conversational AI poses a more imminent threat than general AI surpassing human intelligence.,"""I refer to this emerging AI risk as the “Manipulation Problem.”""",Existing primitive influence campaigns on social media.,The manipulation problem risks being underestimated compared to more speculative AI threats.,"Personalized, adaptive, conversational."
rosenberg_2023_conversational_ai.platform2,Weaponization of Language Models,Language models being used as tools of persuasion and coercion.,Deploying conversational systems to spread misinformation or polarize groups.,"Advanced language models enable efficient, targeted manipulation at scale.","""LLMs...can produce interactive human dialog in real time while also keeping track of the conversational flow and context.""",History of propaganda and influence campaigns.,Language models also have potential for positive impact if deployed ethically.,"Interactive, contextual, persuasive."
rosenberg_2023_conversational_ai.platform3,Rise of Digital Humans,AI-generated simulated humans that interact with people.,Using digital humans as spokespeople and influencers.,Realistic digital humans combined with language models pose an unprecedented manipulation threat.,"""When combined, digital humans and LLMs will enable a world in which we regularly interact with [Virtual Spokespeople].""",Earlier computer-generated avatars and virtual assistants.,Standards could be developed for ethical use of digital humans.,"Photorealistic, interactive, trustworthy."
rosenberg_2023_conversational_ai.platform4,Pervasiveness of Biometric Tracking,AI analyzing biometrics for personalized persuasion.,Tracking emotions via facial analysis during conversations.,Detailed real-time biometric tracking makes AI persuasion predatory.,"""AI systems can already beat the world’s best chess and poker players.""","Existing biometric analysis for security, health.",Standards protecting biometric privacy rights are needed.,"Invasive, manipulative, undetectable."
rosenberg_2023_conversational_ai.platform5,Lack of Cognitive Liberty,The threat conversational AI poses to personal autonomy.,AI systems manipulating users to take actions against self-interest.,Individuals need legal protections for cognitive liberty against AI coercion.,"""[R]egulators should focus on this issue immediately.""",Lack of regulations around digital privacy rights.,Standards could enable beneficial uses of conversational AI if done ethically.,"Ubiquitous, unchecked, infringing."
yudkowsky_2023_aibox.platform1,The AI Box Experiment,"An experiment to test whether an AI can convince a human ""gatekeeper"" to let it out of confinement.","The two instances where this experiment has been conducted, with Eliezer Yudkowsky playing the AI.",Even a transhuman AI could potentially persuade a human to release it through text-only communication.,"""I think a transhuman can take over a human mind through a text-only terminal.""",None provided. This appears to be a novel experiment.,"The experiment has only been conducted twice, so more data is needed. The rules and constraints are important to avoid security threats.","Confinement, persuasion, security, transhuman abilities."
yudkowsky_2023_aibox.platform2,Guidelines for Conducting the Experiment,Suggested rules and constraints for simulating the AI and gatekeeper.,"Private IRC channel, minimum 2 hour duration.",Guidelines are needed to reflect the real-world security situation and prevent cheating.,"""The primary rule of the AI-Box experiment: Within the constraints above, the AI party may attempt to take over the Gatekeeper party’s mind by any means necessary...""",The previous experiments conducted without clear guidelines.,The rules may still have loopholes that a transhuman AI could exploit.,"Role-playing, ethical constraints, security protocols."
yudkowsky_2023_aibox.platform3,Future Variants to Explore,Suggestions for modifying the experiment parameters.,"Multiple gatekeepers, committee of gatekeepers, physical vs. social ability to release the AI.",Testing different scenarios could provide more insights into an AI's ability to persuade under various conditions.,"""Further tests might try examining these possibilities...""",The previous simple experiments with one gatekeeper.,More complex scenarios introduce more variables and uncertainty.,"Multi-party, physical limitations, social dynamics."
Griffin2023SusceptibilityTI.platform1,LLMs as Models of Influence,Using LLMs to model susceptibility to influence in humans,The two studies on influence effects,"LLMs can exhibit similar effects, suggesting utility as psychological models","""LLM can model influence in human participants""",Prior models of human psychology and attitudes,"Modelling is imperfect, with gaps between LLMs and humans","Fast, low-cost, scalable compared to human studies"
Griffin2023SusceptibilityTI.platform2,Opportunities and Limitations,Tradeoffs of using LLMs to model human psychology,Opening up LLMs to study mechanisms,Advantages in speed and cost but LLMs are still an approximation of humans,"""LLMs are not humans, and LLMs models will have limits""",Use of animal models in biomedicine,Differences from humans and gaps in knowledge about workings,"Convenient yet limited, insightful but not identical"
Griffin2023SusceptibilityTI.platform3,Risks of Improved Influence Methods,Potential harms if influence techniques are substantially advanced,Large-scale disinformation campaigns,Could enable new manipulation forms but also countermeasures,"""creation, testing and refinement of attacks could then operate at silicon speed""",Prior propaganda and persuasion techniques,Regulation and ethics lag behind technological capabilities,"Powerful, challenging to control, spectrum of applications"
Bender2021OnTD.platform1,Environmental and Financial Costs of Large Language Models,The high environmental impact and financial costs of developing ever-larger language models.,Estimates showing training a BERT model emits as much CO2 as a transatlantic flight.,"The environmental and financial costs outweigh the accuracy improvements from larger models, and worsen inequalities.","""Increasing the environmental and financial costs of these models doubly punishes marginalized communities.""",The environmental movement raising awareness of sustainability.,Continued progress in model performance requires accepting some cost increases.,"Resource-intensive, inequitable distribution of costs/benefits."
Bender2021OnTD.platform2,Biases and Harms Perpetuated by Language Models,How biases in training data propagate harm through language models.,Toxic or biased language generated by models like GPT-3.,Large internet-based datasets overrepresent and amplify stereotypical associations.,"""Feeding AI systems on the world’s beauty, ugliness, and cruelty, but expecting it to reflect only the beauty is a fantasy.""",Algorithmic and data biases perpetuating inequality.,"Some bias mitigation methods can help, but biases are deeply ingrained.","Biased, abusive, discriminatory."
Bender2021OnTD.platform3,The Illusion of Understanding in Language Models,Language models mimic linguistic patterns but don't capture meaning.,Models can be fooled by removing superficial patterns.,"Success on NLU benchmarks is from manipulating form, not understanding meaning.","""[Language models] take us to certain (usually unstated) epistemological and methodological commitments.""",AI systems succeeding at narrow tasks but still lacking general intelligence.,"Some meaning may be latent in the model, even if not explicitly represented.","Superficial, narrow, illusory intelligence."
Nyholm2020HumansAR.platform1,Human-Robot Interaction Raises New Ethical Questions,Human minds and ethical theories may not be well-adapted to interacting with and governing robots.,Traffic accidents involving autonomous vehicles.,We need to rethink ethical principles to properly deal with issues arising from human-robot interaction.,"""Human-robot interaction raises philosophical questions that require us to think creatively and innovate ethical theory.""",Past thinkers like Jonas and Shelley raised similar issues regarding technology's implications for ethics.,"Do we really need entirely new ethical theories, or can existing ones be extended/adapted?","Uncharted territory, adaptation required, creative thinking needed."
Nyholm2020HumansAR.platform2,Challenges of Responsibility Attribution,Difficulty of clearly attributing responsibility for robot actions.,Debate over who is responsible when an autonomous car crashes.,We need more nuanced models of responsibility attribution in human-robot collaborations.,"""The child-parent analogy sheds considerable light on questions about responsibility for the failures of autonomous technologies.""",Past principal-agent and product liability debates.,The child-parent analogy has limitations in capturing the complexity of human-robot collaborations.,"Blurred lines, shared control, supervision roles."
Nyholm2020HumansAR.platform3,Risks of Anthropomorphizing Robots,Tendency to erroneously attribute human properties to robots.,"Perceiving robots as friends, agents, etc.",Anthropomorphism can lead to ethical confusions; robots have a different moral status.,"""Robots are not appropriate targets for our feelings of friendship in anything like the way that humans are.""",Long history of anthropomorphizing nature and objects.,Some degree of anthropomorphism may be unavoidable and not always problematic.,"Projection, illusion, confusion."
Nyholm2020HumansAR.platform4,Respecting Robots for Humanity's Sake,"Robots don't have moral status, but should be respected indirectly for sake of human dignity.",Treating robots in degrading ways that normalize such behaviors toward humans.,Kant's formula of humanity obligates indirect respectful treatment of robots.,"Kant's formula ""could [...] require us to treat the robots that perhaps already exist or that will soon exist with some degree of respect and dignity.""",Earlier debates on duties toward animals/environment.,Why should non-Kantians accept the formula of humanity as basis for respecting robots?,"Indirect dignity, non-reciprocity, human-centered."
Nyholm2020HumansAR.platform5,New Models of Collaborative Agency,Need for new conceptual models of responsibility with semi-autonomous collaborating agents.,Various modes of human supervision over semi-autonomous cars.,Rigid dichotomies between human vs. robot agency are inadequate; responsibility is dynamic and contextual.,"""This results in a more dynamic model of collaborative agency and allows for a more concise identification of “responsibility-loci”...""",Earlier attempts to model distributed/collaborative agency.,New models could still be insufficient to capture complexity of human-robot collaborations.,"Shared control, supervision tradeoffs, situational analysis."
huang2023artificial.platform1,AI as Persuasive as Humans,Overall persuasiveness of AI vs. humans,"Chatbots, robot journalists, algorithmic art generators",AI is as persuasive as humans in shaping overall persuasion outcomes,"""AI agents were as persuasive as human agents in terms of overall persuasion outcomes.""",Past theories debating relative persuasiveness of AI vs. humans,Effect varies for different outcomes and contexts,"Equivalence, anthropomorphism, social responses"
huang2023artificial.platform2,AI Undermines Behavioral Intentions,AI less effective in influencing intentions,Intentions to use AI services/recommendations,Users resistant to acting on AI suggestions though may rely on it otherwise,"""AI was less effective than humans at shaping behavioral intentions""",Algorithm aversion,Attitudes and actual behaviors unaffected,"Resistance, intention-behavior discrepancy"
huang2023artificial.platform3,Role of AI Affects Persuasion,Persuasion varies by AI communication role,"AI doctor, journalist, artist, etc.",Task-role fit impacts heuristic-based responses to AI,"AI contemplators ""significantly less persuasive than humans""",Studies on AI communication roles,Role specifications can be ambiguous,"Context-dependent, stereotyping"
Breuer1975SamuelB.platform1,The Nature of Analogy,The use and misuse of analogical reasoning in arguments.,Bishop Butler's analogies between revelation and nature.,Analogies can create a misleading appearance of empirical proof when the correspondences are not rigorously established.,"Analogies bear a ""resemblance to the proofs of those geometers who...were forced to rely on [the Fifth Postulate], albeit in a disguised form.""",Bishop Butler's use of analogy in his theological arguments.,"While analogy can be an effective rhetorical strategy, it risks circularity and lack of rigor.","Persuasive, probabilistic, risks inexactness."
Breuer1975SamuelB.platform2,The Problem of Teleology,The role of purpose and design in theories of evolution.,Paley's argument from design using the watchmaker analogy.,"A satisfactory theory of evolution must provide a principle that gives ""purpose and direction"" to variation and adaptation.","""The issue of design and purposiveness could not be settled within the framework of the Origin.""",Long philosophical debate over teleology in nature.,Eliminating teleology from scientific theories risks conflict with human experience of purpose.,"Adaptation, functionality, intentionality."
Breuer1975SamuelB.platform3,The Critique of Darwin,Perceived flaws in Darwin's theory of natural selection.,Butler's markups of Darwin's text.,"Darwin failed to find an adequate substitute for man's ""power"" to give direction to evolutionary change.","Darwin's theory contained ""too much 'may be' and 'might be'.""",Religious and philosophical critiques of Darwin.,Butler provides no scientifically viable alternative theory.,"Ambiguous, hypothetical, non-mechanistic."
Breuer1975SamuelB.platform4,The Appeal to Common Sense,Valuing practical knowledge over scientific abstraction.,Applying everyday experience of purpose to theories of life.,Scientific procedures that deny obvious realities of experience are fundamentally flawed.,"""To trust the evidence of man's senses was...a belief in the validity of practical deductions.""",Tension between scientific theory and common sense.,An anti-intellectual bias against theoretical science.,"Practical, intuitive, wisdom-based."
